title,summary,platformList,criticsScore,developers,genres,publishers,releaseDate,themes,gameMins,dlcs,backgroundImage,squareIcon,verticalCover
Dead In Vinland,"DEAD IN VINLAND is a survival/management game with RPG and adventure elements. Exiled on an unknow island, lead Eirik and his family to their survival. Manage their physical and mental health, explore the island, organize your camp, deal with other human beings, discover esoteric mysteries...","['Humble Bundle', 'Steam']",80,['CCCP'],"['Adventure', 'Indie', 'Role-playing (RPG)', 'Simulator', 'Strategy']","['Playdius', 'Plug In Digital']",2018-04-13,,,,https://images.gog.com/0437c0037e8e6e670602d779adfad9a334732dd143e357ab25fab83dadf9658b_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/00fdee4abcaa32bf4a0a6624409b06370d3610d75f66eda002b43f3887d84517_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/00fdee4abcaa32bf4a0a6624409b06370d3610d75f66eda002b43f3887d84517_glx_vertical_cover.webp?namespace=gamesdb
Dead in Vinland,"DEAD IN VINLAND is a survival/management game with RPG and adventure elements. Exiled on an unknow island, lead Eirik and his family to their survival. Manage their physical and mental health, explore the island, organize your camp, deal with other human beings, discover esoteric mysteries...",['Humble Bundle'],80,['CCCP'],"['Adventure', 'Indie', 'Role-playing (RPG)', 'Simulator', 'Strategy']","['Playdius', 'Plug In Digital']",2018-04-13,,,,https://images.gog.com/0437c0037e8e6e670602d779adfad9a334732dd143e357ab25fab83dadf9658b_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/00fdee4abcaa32bf4a0a6624409b06370d3610d75f66eda002b43f3887d84517_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/00fdee4abcaa32bf4a0a6624409b06370d3610d75f66eda002b43f3887d84517_glx_vertical_cover.webp?namespace=gamesdb
Dead Island Definitive Edition,"Welcome to the zombie apocalypse experience of a lifetime – and now more beautiful than ever. Caught in the midst of an epic zombie outbreak on the tropical island of Banoi, your only thought is: Survive!","['Humble Bundle', 'Steam']",,['Techland'],"[""Hack and slash/Beat 'em up"", 'Shooter']",['Deep Silver'],2016-05-31,"['Action', 'Horror', 'Survival']",,,https://images.gog.com/8a7680f901776e108cf68da206920ce592ed4e11fc7614b5b439d4f067103df4_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/8c2ea7dadbf7b19e5641bca6557e3ca9535c0611440afd5d03d050fc532e9831_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/47e47ef100399eaddcf4c03612b1fd4c7b501f11fcd64f3d8fde217c94cdf666_glx_vertical_cover.webp?namespace=gamesdb
Dead Island,"Dead Island is a action role-playing survival horror video game developed by Polish developer Techland and it is centered on the challenge of surviving a zombie-infested open world island with a major emphasis on melee combat, and the making of weapons and weapon mods. You gain XP and level up, gaining skill points.\n\nDead Island takes place on the fictional (based off a true island near Papua New Guinea) island of Banoi. You play as one of four different characters with different skills and skill trees, and different intro videos. The worlds is half open, you can roam the world as you wish but you will have to go through the main story to progress to the next large open area\n\nThe combat is largely melee focused, but you also have firearms and throwing weapons, bullets and guns are scares in the start of the game, but towards the end of the game they are much easier to find. The zombies are mostly slow, but there is a wide range of different zombies throughout the game.\n\nDead Island: Riptide, was released in 2013. A spin-off, Escape Dead Island,\nDead Island 2, is set to be released in 2016.",['Steam'],70,['Techland'],"[""Hack and slash/Beat 'em up"", 'Shooter']",['Deep Silver'],2011-09-06,"['Action', 'Horror', 'Survival']",164,,https://images.gog.com/3680cb3f927d1804c9e5752d4627a0130baf1f5e5ae2338f8c1177695367f763_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/0ca3fab60bc01efbea7e336c285894ec549a47cdfda165cb95fd3e002bb23fa8_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/0e5756368377fbf35bb6ae352cebcbfa82fc12e5844b83f5440465e50ae926e4_glx_vertical_cover.webp?namespace=gamesdb
Deadlight,"The world has ended. There is no hope. No new beginning. Only the survivors. DEADLIGHT follows the journey of Randall Wayne, a man searching for his family across Seattle during the aftermath of a 1980s event that has decimated life on earth. This visually stunning Cinematic Survival Platformer will challenge you to run, jump, climb, and struggle for your life as you look for answers and the ones you love.",['Humble Bundle'],71,['Tequila Works'],"['Adventure', 'Indie', 'Platform', 'Puzzle']",['Microsoft Studios'],2012-08-01,"['Action', 'Fantasy', 'Historical', 'Horror', 'Survival']",,,https://images.gog.com/c71e1c30d3ca69fe00faa3905a75b4d07514e2fe153b73048a77b8f255384a4d_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/8d2ce532ed8daaaecde05a48895d9b46597d5966e97d7a70e29c06407f4c9d8a_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/8d2ce532ed8daaaecde05a48895d9b46597d5966e97d7a70e29c06407f4c9d8a_glx_vertical_cover.webp?namespace=gamesdb
Dear Esther,"Dear Esther is a ghost story, told using first-person gaming technologies. Rather than traditional game-play the focus here is on exploration, uncovering the mystery of the island, of who you are and why you are here. Fragments of story are randomly uncovered when exploring the various locations of the island, making every each journey a unique experience.",['Humble Bundle'],72,['The Chinese Room'],"['Adventure', 'Indie']","['Curve Digital', 'The Chinese Room']",2012-02-14,['Fantasy'],,,https://images.gog.com/21e0bfe5c6beefabb8c3af8c89d4d32de2f7f83476e52c12d08263457d1502fa_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/839d63d3f4bb422924a600828da0b9a21a2200f84fcbf4cbf527e700f411489a_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/21e46169f446112a32700707074e5ccad2b18beabc2e7aa1f8afc1a21bdb6471_glx_vertical_cover.webp?namespace=gamesdb
Death Coming,"'Death Coming' is a non-linear puzzle game where you must harvest human souls ‘Final Destination’ style. However, pesky mortals are not your only problem, as the Agents of Light will do everything they can to stop you.",['Epic Games Store'],,['NEXT Studio'],['Puzzle'],"['NEXT Studio', 'Zodiac Interactive']",2017-11-06,['Comedy'],,,https://images.gog.com/6aff35e4c2118a6a24108e13491a207db4236269199d8e9bd9021c3cef72d108_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/d7689b4b33ffb7903b54f22daa57f834c27d20fd05290a1891acb23c5c636c77_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/d7689b4b33ffb7903b54f22daa57f834c27d20fd05290a1891acb23c5c636c77_glx_vertical_cover.webp?namespace=gamesdb
Death's Gambit,"Death's Gambit is a challenging Action-RPG where you explore an alien medieval planet filled with beasts, knights, and horrors.\n\nClimb big creatures that will test your resolve. Fight dangerous monsters that will make you think outside the box.",['Humble Bundle'],67,['White Rabbit'],"['Adventure', 'Indie', 'Role-playing (RPG)']","['Adult Swim Games', 'Skybound Games']",2018-08-14,"['Action', 'Fantasy', 'Horror']",,,https://images.gog.com/cc15c6a46239ace7c6aaf778172d07e93cdcb4223b047ca5707ea3b93a7a0bc5_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/51c282539ac70702356b71a50d29ea72a1c54893962bd0f8ad192cd8604f945f_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/60845ce8415fad49f049f8a8a427e3d9a2dbcc3872ede65956b90126656f32fb_glx_vertical_cover.webp?namespace=gamesdb
Deathmatch Classic,"Enjoy fast-paced multiplayer gaming with Deathmatch Classic (a.k.a. DMC). Valve's tribute to the work of id software, DMC invites players to grab their rocket launchers and put their reflexes to the test in a collection of futuristic settings.",['Steam'],,['Valve Corporation'],['Shooter'],['Valve Corporation'],2001-07-01,"['Action', 'Science fiction']",,,https://images.gog.com/a4d6d6809329017b7f86623f6577f5d1648c53442b104227988e5f7af1a30ad0_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/970bdc0b1b7903536780b4e7ce4f116690d1f5182afa33190362c1f3a15d5b70_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/0ec20b5b457695868f78bbe7e459c2673eeb658ec9a7f7b89bc4e3d287f69068_glx_vertical_cover.webp?namespace=gamesdb
Deep Rock Galactic,"DEEP ROCK GALACTIC is a first-person co-operative sci-fi shooter for up to 4 players, featuring fully procedural and destructible environments to explore, mine, and explode your way through to reach your objectives. As a team of veteran dwarven space miners, you must take on perilous missions for the interplanetary mining corporation DEEP ROCK GALACTIC and go where no-one else dares - into the deepest, most dangerous cave systems of the most hostile planet ever discovered.",['Steam'],82,['Ghost Ship Games'],"['Adventure', 'Indie', 'Shooter']",['Coffee Stain Publishing'],2020-05-13,"['Action', 'Science fiction']",,,https://images.gog.com/d81286ac1227b74f66ecbded409af2f4c1bbad543e2c13878c06395de74a9b8a_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/44f69ee3228a4c918ca7cad9a7863f7ebee0ebd61745b5743f7bd7d5e4c623ab_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/4c39c8546665a85d72eb14bdac5175622ed675bd386f1730604a10f4f3669f7b_glx_vertical_cover.webp?namespace=gamesdb
DEFCON,"You play the role of a military commander hidden deep within an underground bunker. Your mission - to successfully exterminate your enemy's civilian population whilst disabling their ability to attack your own. Start by launching your battleships, submarines, and bombers in order to decimate your opponent's defences. Scramble together your alliances, but remember only one can stand victorious. Prepare your pre-emptive strike before one of your supposed allies get the same idea. Choose the perfect moment for betrayal, obliterating your opponents with an apocalyptic thermonuclear barrage, but get it wrong and their devastating counter attack will bring you to your knees!",['Steam'],85,['Introversion Software'],['Strategy'],['Introversion Software'],2006-09-29,['Warfare'],,,https://images.gog.com/21928d1cabbb0016db2558b6f36399e9172a44308b396b0f2344a9dbe2b6cc74_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/bc6071eb3de9534c0f57e50a0389bdb0e66bc0bb5c7505d00f3ef6e6d2cf3185_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/bc6071eb3de9534c0f57e50a0389bdb0e66bc0bb5c7505d00f3ef6e6d2cf3185_glx_vertical_cover.webp?namespace=gamesdb
Delores: A Thimbleweed Park Mini-Adventure,Delores is back home and working as a photographer for the Nickel News. Thimbleweed Park hasn’t changed at all in the year she’s been away… or has it? Sample Ron Gilbert’s new adventure game engine in this free prototype that uses “found art” from the award-winning Thimbleweed Park.,['GOG'],,['Terrible Toybox'],"['Adventure', 'Indie']",['Terrible Toybox'],2020-05-09,"['Comedy', 'Thriller']",,,https://images.gog.com/e1ffe379f5ee4b64eb0ee2775c97ba8a7196bd0a17bb535281913b04052f36f1_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/859bd78e07e0ecc5a0716d43fb290e3eea61946a2b3596f7886f22a85604dfe1_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/64d3e9f5301b8bdc754bcffb50cc1200a584e5867fe6fa1debdda5cba3cf9e3f_glx_vertical_cover.webp?namespace=gamesdb
Democracy 3,"Democracy is a government simulation game. The player plays as if they are the president or prime minister of a democratic government. The player must introduce and alter policies in seven areas - tax, economy, welfare, foreign policy, transport, law and order and public services. Each policy has an effect on the happiness of various voter groups, as well as affecting factors such as crime and air quality. The player has to deal with ""situations"", which are typically problems such as petrol protests or homelessness, and also has to make decisions on dilemmas that arise each turn.",['Steam'],66,['Positech Games'],"['Indie', 'Simulator', 'Strategy']",['Positech Games'],2013-10-14,['Educational'],414,,https://images.gog.com/885792880e485dd214ce9fb35bdbf145a1527e37df8f5002a114aad75ff6a53a_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/a45726ba6af3b46055cb71fbc6fe4dd701b1d81f95fbfe4e74b5f85c6feb802d_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/a45726ba6af3b46055cb71fbc6fe4dd701b1d81f95fbfe4e74b5f85c6feb802d_glx_vertical_cover.webp?namespace=gamesdb
Deponia,"Deponia is a fast-paced comedy of errors and one of the most unusual love stories in gaming history. The twist-filled story takes its off-beat characters all over trash planet Deponia, a unique game world in the style of Douglas Adams, Terry Pratchett and Matt Groening. From Kuvaq, an improvised village built inside a giant trash heap, to the swimming black market and the dark corners of the elevated planetary railways: The new adventure game from the makers of The Whispered World, Edna & Harvey: The Breakout and A New Beginning is brought to life with detailed hand-painted backgrounds in widescreen format and top-quality cartoon animation.",['Humble Bundle'],78,['Daedalic Entertainment'],"['Adventure', 'Indie', 'Point-and-click']",['Daedalic Entertainment'],2012-08-07,"['Comedy', 'Science fiction']",,,https://images.gog.com/39901fe9a410cad36eb950a39d546e28f14cb5367cc71bb39193078acfd0771e_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/363854a49aeb5a97d1e2971d06174fc75af05c9c3329d2e69b627276d566c69d_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/3bdc2c57326042f4cc723020d874a14c00d29872c79fb1bb94e7ac7c4261c4fe_glx_vertical_cover.webp?namespace=gamesdb
Deponia: The Complete Journey,"Showered in top-scores and awards, the Deponia-Trilogy, created by the developers of Edna&Harvey: The Breakout, The Whispered World and Memoria, managed to reach cult-status almost instantly. Thanks to its exciting story, likeable characters and hilarious dialogues and a finely crafted mixture of comedy and puzzles, Deponia is enjoyable for both, young and old. Join Rufus on his thrilling journeys, for the first time in a complete edition with many new features, that will not only be a blast for hardcore adventure fans, but also those new to the genre.","['Humble Bundle', 'Steam']",,['Daedalic Entertainment'],"['Adventure', 'Point-and-click']",['Daedalic Entertainment'],2014-06-02,"['Comedy', 'Science fiction']",,,https://images.gog.com/3b3e806752a2a3a0483a3978caf09765b8f0f53cb043bfecf9426d392177fee2_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/1c07612edecaec1426cec4a6d2b3a125b60099ead269f24439066a405d52a60b_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/1c07612edecaec1426cec4a6d2b3a125b60099ead269f24439066a405d52a60b_glx_vertical_cover.webp?namespace=gamesdb
Depression Quest,"Depression Quest is an interactive fiction game where you play as someone living with depression. You are given a series of everyday life events and have to attempt to manage your illness, relationships, job, and possible treatment. This game aims to show other sufferers of depression that they are not alone in their feelings, and to illustrate to people who may not understand the illness the depths of what it can do to people.",['Steam'],50,['Zoe Quinn'],"['Adventure', 'Indie', 'Role-playing (RPG)', 'Simulator', 'Visual Novel']",['Zoe Quinn'],2014-02-14,"['Drama', 'Non-fiction']",,,https://images.gog.com/bdd010b18b1a787b4753f4f2ba8c05bb8d9ea88ed43036f6787e1df24426b246_glx_bg_top_padding_7.webp?namespace=gamesdb,https://images.gog.com/004a89b6a0de5500fd712f48e2a4e9a6ba30b86d9d78d2aefcb423cafb4736e1_glx_square_icon_v2.webp?namespace=gamesdb,https://images.gog.com/f1eda702e302590afc7acd8d6dace2eabcbf3fc780c29ec496128cb0a9018162_glx_vertical_cover.webp?namespace=gamesdb
